"name_name","name_url","name_year","name_text","name_ratings"
"139. Nai Nabhannu La 5","https://www.imdb.com/title/tt8673950/?ref_=sr_t_139","2018","From young age Neer (Anubhav Regmi) and Anjana(Sedrina Sharma) were in love however Anjana dies at young age. Than after many years later Anjana's twin sister falls in love with older Neer, however Neer isn't interested in her.","6.4"
"140. Devi","https://www.imdb.com/title/tt32058630/?ref_=sr_t_140","2024","Devi's life was upended when she was arrested during Nepal's civil war accused of rebellion, tortured and raped while in custody. She faced depression and isolation. Despite this Devi joined rebel forces and became member of parliament.",""
"141. Masaan","https://www.imdb.com/title/tt2166508/?ref_=sr_t_141","2011","Based on a play by Gopal Prasad Rimal, It portrays social conflicts and women's demand for social justice during the Rana regime.","8.0"
"142. Maya Namara","https://www.imdb.com/title/tt0314362/?ref_=sr_t_142","2002","","9.0"
"143. Prem Geet","https://www.imdb.com/title/tt6705126/?ref_=sr_t_143","2016","Prem and Geet meet each other on the way to Kagbeni. Geet escaped from home because of her grandmother's continuous insistence to marry. Prem was on the way due to his personal deeds, but he was too pressurized to marry. Both fakes their marriage to get rid of continuous insistence, but ultimately fall in love then after. But their fake marriage creates problems and ultimately they are separated from each other. Both try to convince their parents, but fails.geet decided to die and she meet with prem .at last geet sucide and prem also decided to die .","5.8"
"144. Love Diaries","https://www.imdb.com/title/tt11724834/?ref_=sr_t_144","2020","","7.0"
"145. Ma Yesto Geet Gauchhu 2","https://www.imdb.com/title/tt7889894/?ref_=sr_t_145","2022","Sequel to Ma Yesto Geet Gauchhu.","6.9"
"146. Halkara","https://www.imdb.com/title/tt10533360/?ref_=sr_t_146","2022","An unemployed village drunk accepts a postman position and ventures into the remote villages of Nepal. In his journey, he must face the challenges and responsibilities of his new job while confronting the personal demons of his past.","7.3"
"147. Rose","https://www.imdb.com/title/tt8886552/?ref_=sr_t_147","2018","Rose is a suspense thriller movie, which revolves around the characters Avi Jung Thapa: A Pilot, Rose Rana: Miss Nepal and Snehaa: A Lawyer. After years of relationship with Rose, Avi suddenly kills her one day. Everyone including Sneha is shocked to hear the news. As the case approaches the Supreme Court, the story unfolds and the case gets more complicated than it looks.","6.2"
"148. Xira","https://www.imdb.com/title/tt10623658/?ref_=sr_t_148","2019","Xira is a story about a woman who chose an unconventional path for vengeance. It shows the journey of a mixed-martial arts (MMA) athlete in search of justice for those she loved and lost.","6.9"
"149. America Boys","https://www.imdb.com/title/tt8275366/?ref_=sr_t_149","2018","Three losers, who try to make their way to richness by lying to their parents. But as destiny would have it an exchange of suitcase at the airport is about to change their destiny for better or worse.","7.5"
"150. Antim Sanskar: The Last Ritual","https://www.imdb.com/title/tt26421447/?ref_=sr_t_150","2023","A hunt for a missing filmmaker led by an alcoholic police officer leads into shocking mysterious ancient traditions of the Himalayas.","7.9"
"151. Password","https://www.imdb.com/title/tt8885872/?ref_=sr_t_151","2019","","3.9"
"152. Iku the Jungle Man","https://www.imdb.com/title/tt10371222/?ref_=sr_t_152","2008","A small boy got kidnap, taken to the Jungle and asked for ransom from his Family but the Iku (Tarzan) who lives in the jungle save the boy from the kidnappers.","7.7"
"153. Babari","https://www.imdb.com/title/tt21230106/?ref_=sr_t_153","2022","","6.4"
"154. Chaurasi Puja","https://www.imdb.com/title/tt28501085/?ref_=sr_t_154","","Bidhyabati, an 84-year-old matriarch, had spent the last decade of her life living with her son Kumud and daughters Janaki and Puspa in the United Kingdom. Bidhyabati had raised 10 children in Nepal.She want to celebrate Chaurasi Puja.",""
"155. Chunauti","https://www.imdb.com/title/tt5093788/?ref_=sr_t_155","1996","","7.7"
"156. No Winter Holidays","https://www.imdb.com/title/tt14064242/?ref_=sr_t_156","2023","Once married to the same man, two women in their seventies must forget the past and work together to look after an empty, snowbound village for the whole winter.","7.7"
"157. Sano Sansar","https://www.imdb.com/title/tt34739549/?ref_=sr_t_157","2024","A middle class family is thrown into chaos when the youngest daughter expresses her desire to go abroad, secrets and resentment hiding inside the exterior threatens to destroy the family from the inside.",""
"158. Paani Photo","https://www.imdb.com/title/tt29005183/?ref_=sr_t_158","2022","A realistic film where you can feel the actual war of Maoist and it's all about hope of finding their son.","8.4"
"159. Hostel Returns","https://www.imdb.com/title/tt6501286/?ref_=sr_t_159","2015","In a engineering college two best friends Rameshwor and Pratap start to fall in love with one girl but she choose to fake her love with Rameshwor to pass her engineering college exams.","6.4"
"160. Goodbye Kathmandu","https://www.imdb.com/title/tt7870694/?ref_=sr_t_160","2017","The movie is about stories of three people - a repatriate Computer Engineer, an aspiring musician and a school student in love - all torn by conflict between the Maoist opposition party and the Nepal King's government.","7.6"
"161. Highway","https://www.imdb.com/title/tt2210657/?ref_=sr_t_161","2012","A passenger filled highway coach traveling from Eastern Nepal to Kathmandu hits one delay after another, the first of those delays due to a bandh. After a lengthy stop, they are able to bypass the bandh as they masquerade as a wedding party, as bandhs unofficially allow wedding vehicles through their protests. The passengers are able fortuitously to come up with this masquerade as the one acting as the bride is indeed going to Kathmandu to get engaged. The stories of those on board, some whose the delay help, some whose it hurts, are told. The ""bride"", medical student Pooja, is torn between marrying her intended fiancé Abiral, just returned from the United States and who she's known since they were children, and her lover Ronit. The ""groom"", Pratiek, whose parents do not approve of his homosexual orientation, has a new boyfriend Vishal, who is facing a personal crisis with his transgendered roommate, Deena. The ""wedding planner"", Manoj, who is in the military, is rushing to see his housemaid wife Radhika before the effects of a fertility concoction he just took wears off, he unaware of things that are happening with her in relation to having a baby. The driver's party girl girlfriend, Kavita, is facing an issue between seeing that her ill daughter gets medical attention and having no money to pay for the services. Their collective lives get even more intertwined beyond their direct interactions on the bus with one specific incident that happens at their destination.","6.4"
"162. Shree Swosthani","https://www.imdb.com/title/tt8503108/?ref_=sr_t_162","1994","The first Nepali mythological film based on the epic, Shree Swosthani.","6.9"
"163. Kirtipur - The Legend of Kirtilakshmi","https://www.imdb.com/title/tt26084904/?ref_=sr_t_163","2019","",""
"164. Aafno Manchhe","https://www.imdb.com/title/tt0324966/?ref_=sr_t_164","2001","Huge success, counted among the biggest hit movies of Nepali film cinema.","7.2"
"165. Hattichhap","https://www.imdb.com/title/tt31789137/?ref_=sr_t_165","2024","""Hattichhap"" is a Nepali movie directed by Simosh Sunuwar, featuring Dayahang Rai, Saugat Malla, Upasana Singh Thakuri, and Benisha Hamal",""
"166. Chhadke","https://www.imdb.com/title/tt4123886/?ref_=sr_t_166","2013","Chhadke is a Nepalese film that tells the story of two best friends. The trio clarification needed all had dreams to fulfill 'when they grew up, ' but time and destiny seem to have other plans for them.","6.3"
"167. Lakka Jawan","https://www.imdb.com/title/tt23643170/?ref_=sr_t_167","2022","","6.5"
"168. Pardeshi","https://www.imdb.com/title/tt7091544/?ref_=sr_t_168","2015","","7.4"
"169. Samhalinchha Kahile Mann","https://www.imdb.com/title/tt9871454/?ref_=sr_t_169","2022","The eternal relationship of three young hearts; Shreya, Satish, and Roman grows from friendship when the boys fall in love with the same girl. Their relationship reveals the extraordinary spectrum's of love and friendship.","6.0"
"170. Prema","https://www.imdb.com/title/tt26695236/?ref_=sr_t_170","2023","After arriving in Kathmandu, a small-town girl named Prema falls in love with Akash, the son of a kind-hearted music shop owner. As their romance deepens, Niharika, a wealthy big-city girl, enters their life, and misunderstandings occur.","8.0"
"171. Lahure","https://www.imdb.com/title/tt6577862/?ref_=sr_t_171","1989","Lahure is based on the story of the brave Gorkha soldiers and the sacrifices made by them and their families.","7.8"
"172. Basudev","https://www.imdb.com/title/tt6565710/?ref_=sr_t_172","1984","A teacher named Basudev Kattel who is suffering from poverty seeks to his friend named Kumar (Neer Bikram Shah) than he realized Kathmandu is filled of corruption.","8.7"
"173. Super Star","https://www.imdb.com/title/tt0301907/?ref_=sr_t_173","2001","","6.5"
"174. Karma (Nepal Bhasa Movie)","https://www.imdb.com/title/tt18689606/?ref_=sr_t_174","2022","The Nepal Bhasa film 'Karma' based on a Buddhist story began its screening at Guna Cinema Hall, Gwarko, Nepal on Saturday.","8.9"
"175. The Legend of Shankhadhar","https://www.imdb.com/title/tt6999010/?ref_=sr_t_175","2016","First animated feature film in Nepalbhasha/Nepali languages with English subtitles, is a biopic on Shankhadhar Shakhwa, who cleared everyone's debt and started Nepal's original era, Nepal Samvat, on 20th October 879 AD.","8.4"
"176. Sukha Dukha","https://www.imdb.com/title/tt8254094/?ref_=sr_t_176","2004","","6.6"
"177. The Winner","https://www.imdb.com/title/tt6352664/?ref_=sr_t_177","2016","THE WINNER captures the untold stories of Organized Crime and their families as it follows the journey across Australia and Nepal.","7.4"
"178. Sindoor","https://www.imdb.com/title/tt8212526/?ref_=sr_t_178","1980","","6.7"
"179. Shakti","https://www.imdb.com/title/tt26598972/?ref_=sr_t_179","","",""
"180. Upahaar","https://www.imdb.com/title/tt31956892/?ref_=sr_t_180","2024","",""
"181. Rajamati","https://www.imdb.com/title/tt8470680/?ref_=sr_t_181","1995","","8.8"
"182. Bagan","https://www.imdb.com/title/tt29206427/?ref_=sr_t_182","2023","",""
"183. Bandha Mayale","https://www.imdb.com/title/tt8644380/?ref_=sr_t_183","2018","",""
"184. Mohani","https://www.imdb.com/title/tt8847252/?ref_=sr_t_184","1994","",""
"185. Mangalam","https://www.imdb.com/title/tt8254312/?ref_=sr_t_185","2018","","5.9"
