,name,url,year,text,cast,genre,director
161,Shree Swosthani,https://www.imdb.com/title/tt8503108/?ref_=sr_t_162,1994,"The first Nepali mythological film based on the epic, Shree Swosthani.","'pooja chand', 'rakesh khadka'",drama,yadavkharel
162,Kirtipur - The Legend of Kirtilakshmi,https://www.imdb.com/title/tt26084904/?ref_=sr_t_163,2019,missing,"'sraj garach', 'laxmi giri'",history,pradeepkhadgi
163,Aafno Manchhe,https://www.imdb.com/title/tt0324966/?ref_=sr_t_164,2001,"Huge success, counted among the biggest hit movies of Nepali film cinema.","'ramchandra adhikari', 'keshab bhattarai'",drama,shivaregmi
164,Hattichhap,https://www.imdb.com/title/tt31789137/?ref_=sr_t_165,2024,"""Hattichhap"" is a Nepali movie directed by Simosh Sunuwar, featuring Dayahang Rai, Saugat Malla, Upasana Singh Thakuri, and Benisha Hamal","'saugat malla', 'anup neupane'",action,simoshsunuwar
165,Chhadke,https://www.imdb.com/title/tt4123886/?ref_=sr_t_166,2013,"Chhadke is a Nepalese film that tells the story of two best friends. The trio clarification needed all had dreams to fulfill 'when they grew up, ' but time and destiny seem to have other plans for them.","'nikun shrestha', 'bipin karki'","action, thriller",nigamshrestha
166,Lakka Jawan,https://www.imdb.com/title/tt23643170/?ref_=sr_t_167,2022,missing,"'ansuya shrestha', 'dhruba onta'",comedy,shivaharipoudel
167,Pardeshi,https://www.imdb.com/title/tt7091544/?ref_=sr_t_168,2015,missing,"'raju bajaj', 'keshab bhattarai'","drama, family",narayanrayamajhi
168,Samhalinchha Kahile Mann,https://www.imdb.com/title/tt9871454/?ref_=sr_t_169,2022,"The eternal relationship of three young hearts; Shreya, Satish, and Roman grows from friendship when the boys fall in love with the same girl. Their relationship reveals the extraordinary spectrum's of love and friendship.","'aakash shrestha', 'kumud pant'","action, drama, romance",sudarshanthapa
169,Prema,https://www.imdb.com/title/tt26695236/?ref_=sr_t_170,2023,"After arriving in Kathmandu, a small-town girl named Prema falls in love with Akash, the son of a kind-hearted music shop owner. As their romance deepens, Niharika, a wealthy big-city girl, enters their life, and misunderstandings occur.","'subeksha khadka', 'arun chettri'",romance,govindsinghbhandari
170,Lahure,https://www.imdb.com/title/tt6577862/?ref_=sr_t_171,1989,Lahure is based on the story of the brave Gorkha soldiers and the sacrifices made by them and their families.,"'shrawan ghimire', 'tulsi ghimire'","action, drama, war",tulsighimire
171,Basudev,https://www.imdb.com/title/tt6565710/?ref_=sr_t_172,1984,A teacher named Basudev Kattel who is suffering from poverty seeks to his friend named Kumar (Neer Bikram Shah) than he realized Kathmandu is filled of corruption.,"'harihar sharma', 'neer bikram shah'",drama,neerbikramshah
172,Super Star,https://www.imdb.com/title/tt0301907/?ref_=sr_t_173,2001,missing,"'bhuwan k.c.', 'sushmita k.c.'","action, musical, romance",anishkoirala
173,Karma (Nepal Bhasa Movie),https://www.imdb.com/title/tt18689606/?ref_=sr_t_174,2022,"The Nepal Bhasa film 'Karma' based on a Buddhist story began its screening at Guna Cinema Hall, Gwarko, Nepal on Saturday.","'madan krishna shrestha', 'karma shakya'",family,ramkrishnakhadgi
174,The Legend of Shankhadhar,https://www.imdb.com/title/tt6999010/?ref_=sr_t_175,2016,"First animated feature film in Nepalbhasha/Nepali languages with English subtitles, is a biopic on Shankhadhar Shakhwa, who cleared everyone's debt and started Nepal's original era, Nepal Samvat, on 20th October 879 AD.","'kiran k.c.', 'rajaram poudel'","animation, biography, drama",sanyuktashrestha
175,Sukha Dukha,https://www.imdb.com/title/tt8254094/?ref_=sr_t_176,2004,missing,"'keshab bhattarai', 'shree krishna shrestha'",drama,shivaregmi
176,The Winner,https://www.imdb.com/title/tt6352664/?ref_=sr_t_177,2016,THE WINNER captures the untold stories of Organized Crime and their families as it follows the journey across Australia and Nepal.,"'ale corsino', 'amit giri'",thriller,hikmatbista
177,Sindoor,https://www.imdb.com/title/tt8212526/?ref_=sr_t_178,1980,missing,"'menakshi anand', 'biswa basnet'",drama,prakashthapa
178,Shakti,https://www.imdb.com/title/tt26598972/?ref_=sr_t_179,missing,missing,"'menuka pradhan', 'shristi shrestha'",drama,nanisahrawalker
179,Upahaar,https://www.imdb.com/title/tt31956892/?ref_=sr_t_180,2024,missing,"'mukun bhusal', 'tej giri'",,gyanendrabahadurdeuja
180,Rajamati,https://www.imdb.com/title/tt8470680/?ref_=sr_t_181,1995,missing,"'hisila maharjan', 'madan krishna shrestha'","drama, history, musical",neerbikramshah
181,Bagan,https://www.imdb.com/title/tt29206427/?ref_=sr_t_182,2023,missing,"'basundhara bhusal', 'pramila karki'","drama, musical, romance",sarojkhanal
182,Bandha Mayale,https://www.imdb.com/title/tt8644380/?ref_=sr_t_183,2018,missing,"'aaryan adhikari', 'shristi shrestha'",romance,shabirshrestha
183,Mohani,https://www.imdb.com/title/tt8847252/?ref_=sr_t_184,1994,missing,"'bina budhathoki', 'hemanta budhathoki'",drama,rameshbudathoki
184,Mangalam,https://www.imdb.com/title/tt8254312/?ref_=sr_t_185,2018,missing,"'puspa khadka', 'shilpa pokhrel'",drama,nawalnepal
185,How Funny,https://www.imdb.com/title/tt7228676/?ref_=sr_t_186,2016,When Heera (Nisha Adhikari) goes missing and Police Inspector Rai (Dayahang Rai) is having difficulties in discovering her whereabouts. he then hires village girls Pushpa (Priyanka Karki) and Ramita (Keki Adhikari) in hopes he might solve the case with their assistance.,"'dayahang rai', 'priyanka karki'","comedy, drama",niludomasherpa
186,Devi,https://www.imdb.com/title/tt12162082/?ref_=sr_t_187,1h 45m,"An upright journalist sets out on an arduous journey to combat against the treacherous system amid increasing rape cases across the nation. Revelations then on leave her in limbo. Amid all this, brutal murders of suspects creates a storm. Will the truth unfold?","'shilpa maskey', 'najir hussain'","action, crime, mystery",sanjograi
187,God Lives in the Himalayas,https://www.imdb.com/title/tt1519638/?ref_=sr_t_188,2009,"In the Himalayan foothills, ten-year old Siddarth's mother is killed and his father burnt during a religious ceremony. Siddarth is shocked as to why God did this. The question consumes his mind and he searches for God to ask him why.","'tulsi ghimire', 'bijwol giri'",drama,sanjaysrinivas
188,November Rain,https://www.imdb.com/title/tt5659988/?ref_=sr_t_189,2014,"Aayush falls in love with Sheetal at first sight, unaware that fate already had them together somewhere in the past.","'aaryan sigdel', 'namrata shrestha'",romance,dineshraut
189,Poi Paryo Kale,https://www.imdb.com/title/tt12320752/?ref_=sr_t_190,2019,missing,"'dhakal gopal', 'binda khatiwada'",comedy,shishirrana
190,K Ma Timro Sathi Banna Sakchhu,https://www.imdb.com/title/tt8446798/?ref_=sr_t_191,2012,"Troublemaker Ankit (Aryan Sigdel) tries to win the heart of his dream girl, Ichhya (Dipti Giri). But, problems arise as Ankit is put on a test where he must choose between his best friend, family and love.","'kishor bhandari', 'dinesh d.c.'",romance,shabirshrestha
191,Seemana,https://www.imdb.com/title/tt6759286/?ref_=sr_t_192,1996,A man quest's to remove villager's debt.,"'rajesh hamal', 'dhiren shakya'","action, drama",prakashsayami
192,Sadanga,https://www.imdb.com/title/tt11671066/?ref_=sr_t_193,2015,Kalu Yadav is gangster who works under Criminal Businesses man Raja . Kalu bails out his friend Vicky from prison and they both decide to work together. Raja works with Indian gangster Malik Bhai in illegal smuggling of drugs . Raja is about to receive to consignment of drugs through Malik's Henchman Rafik but Rafik is raided by the police which is led by the new DSP. Kalu suspects that a local gangster Bhalu is behind this and starts to conduct the investigation. In this chaos Raja 's girlfriend Salina and Vicky come close together and Salina cheats on Raja with Vicky . Meanwhile Bhalu kidnaps a renowned builder who works for Raja as he refuses to give protection money and asks Raja for ransom. Meanwhile the new DSP finds Kalu as the main suspect in the murder of a builder Shiva Hari but any evidence against Kalu wasn't present . Kalu's men accidentally kill another builder and now the entire blame falls upon Kalu . Raja threats him that if any evidence is found against him he cannot help Kalu this time . Kalu finds out that Bhalu was the one who tipped the DSP about Rafik's whereabouts through a sex worker and plans now to eliminate him . Raja is on a meeting with the minister one day who motivates him to join politics . There Kalu is humiliated by the minister ' son Binay . One night Binay is in the club owned by Kalu and refuses to pay the bill . Kalu decides to convince him but Binay humiliates Kalu again . In a fit of rage Kalu attacks Binay. The new DSP meets with Raja and warns him about the Shiva Hari murder case and Kalu being the major suspect. Raja also gets to know about Binay's situation and abandons Kalu and now hires Bhalu as his henchmen. Kalu then goes on hiding after being blacklisted by Raja. Kalu meets with Malik Bhai and proposes to work with him . To work with Malik Bhai Kalu now needs 2 crore rupees to gain political protection. He asks to meet with Vicky and proposes him that he will eliminate Raja if he can get him 2 crore rupees through Salina. Kalu and Vicky also set up Bhalu who is murdered brutally by Kalu. Kalu then goes to Raja 's house and kills him and Vicky and Kalu bury his body in a forest . Vicky gives him the money which he promised but is shocked to see paper cut outs inside the briefcase . Kalu tries to kill Salina in a fit of Rage . Vicky and Kalu fight which ends in both of them being heavily injured . The new DSP arrives at the scene and shoots both of them which reveals that Salina had set up this whole plan. Raja's property is then given to Salina according to Raja's documented testimony. In the final scene Salina is being seen driving off with another man .,"'saugat malla', 'sauram raj tuladhar'",action,surajsunuwar
193,Sauta,https://www.imdb.com/title/tt0301809/?ref_=sr_t_194,1993,missing,"'bhuwan k.c.', 'karishma manandhar'",,narayanpuri
194,Rahar,https://www.imdb.com/title/tt8226448/?ref_=sr_t_195,1996,missing,"'keshab bhattarai', 'bharati ghimire'",romance,tulsighimire
195,Bhariya,https://www.imdb.com/title/tt8391676/?ref_=sr_t_196,1996,After their parent's death two children run away to city to live better life.,"'mukunda kishor bhattarai', 'dayaram dahal'","action, drama",dayaramdahal
196,Basenji,https://www.imdb.com/title/tt10504992/?ref_=sr_t_197,2023,"After his father is fired for writing a report on Nepal's agricultural industry, a young man has his life spiral into a nightmare as a series of mysterious and disturbing events plunges him deep into the horrifying secrets of his past.","'asim niroula', 'supreme rai'","drama, horror, thriller",ianscottclement
197,Anautho Trishna,https://www.imdb.com/title/tt33321949/?ref_=sr_t_198,2024,"""Stories of love, lust, and unconventional desires unfold simultaneously in different lives, somehow intertwining with each other.""","'saraswati adhikari', 'bijay baral'",drama,niranjanpradhan
198,Birami Sahar (Sick City),https://www.imdb.com/title/tt1884254/?ref_=sr_t_199,2011,Story of a poor guy named Krishna who enters the world of drugs for fast and easy money and a luxurious life but sometimes things don't work out they way you want them to.,"'arpan thapa', 'sara lama'",drama,murraykerr
199,Nai Nabhannu La,https://www.imdb.com/title/tt8677428/?ref_=sr_t_200,2010,missing,"'richa singh thakuri', 'jiwan luitel'",romance,bikashrajacharya
200,Pal,https://www.imdb.com/title/tt8811616/?ref_=sr_t_201,2011,missing,"'nisha adhikari', 'anup baral'",drama,rameshbudathoki
201,Muskan,https://www.imdb.com/title/tt0316288/?ref_=sr_t_202,2002,missing,"'sushil chhetri', 'dinesh d.c.'",,yuvrajlama
202,A Mero Hajur 2,https://www.imdb.com/title/tt6944688/?ref_=sr_t_203,2017,"A Man stalks a girl, after while they fall in love, but their relative don't want the girl to be with that man.","'salin man bania', 'samragyee rajya laxmi shah'","drama, romance",jharanathapa
203,Krishna Leela,https://www.imdb.com/title/tt16436816/?ref_=sr_t_204,2022,missing,"'shraddha chhetri', 'puspa khadka'","crime, drama, romance",dipakoli
204,Prem Geet 2,https://www.imdb.com/title/tt7085078/?ref_=sr_t_205,2017,Prem and Geet journey from Burma to Martha.,"'pradeep khadka', 'aaslesha thakuri'","drama, romance",ramsharanpathak
205,Saili,https://www.imdb.com/title/tt7868256/?ref_=sr_t_206,2019,The movie is based on the true story of the Nepali worker in the middle east who are compelled to be away from their families.,"'dayahang rai', 'maotse gurung'","drama, romance",rambabugurung
206,Lahana,https://www.imdb.com/title/tt8227810/?ref_=sr_t_207,2002,missing,"'niruta singh', 'dilip rayamajhi'","drama, romance",tulsighimire
207,A Mero Hajur,https://www.imdb.com/title/tt8759752/?ref_=sr_t_208,2002,missing,"'shree krishna shrestha', 'jharana thapa'",drama,shivaregmi
208,Prem Pinda,https://www.imdb.com/title/tt0277967/?ref_=sr_t_209,1995,Prem Pinda is a historical love story based on a real life of General Aidwin during Rana regime.,"'saroj khanal', 'sunny rauniyar'","history, romance",yadavkharel
209,Gajalu,https://www.imdb.com/title/tt6419748/?ref_=sr_t_210,2016,Living goddess Kumari becomes friends with six people who enjoy happy lives.,"'anmol k.c.', 'shristi shrestha'","drama, family, romance",hemrajbc
210,Apabad,https://www.imdb.com/title/tt2353801/?ref_=sr_t_211,2012,"The film depicts an encounter between Suyog (Rajballav Koirala) and his experiences in a lonely and secluded island after trying to escape his good for nothing fate. Facing the failures even before starting his career, Suyog decides to put an end to all his miseries. However, death betrays him and he reaches an isolated island where he faces a hard time for self survival. On the other hand, Sunanda(Nisha Adhikari), is a friend in need to Suyog. However, after the supposed demise of her friend, the sympathy turns into love as the lady reads the boy's personal diary. The protagonist is carried to an unknown island by the water waves where he struggles hard for survival. Finally, he wins over the loneliness and finds a way out of the abandoned land.","'raj ballav koirala', 'nisha adhikari'","comedy, drama",subashkoirala
211,Lappan Chhappan,https://www.imdb.com/title/tt6676330/?ref_=sr_t_212,2017,The character named Banka sets out to take revenge on the minister who betrayed him.,"'dayahang rai', 'saugat malla'","crime, drama",mukundabhatta
212,Fitkiree,https://www.imdb.com/title/tt5973366/?ref_=sr_t_213,2014,The life of loyal and hard-working police inspector is turned upside down when he faced a road construction case. Searching for the person behind the kidnapping of a businessman led him to the clue to the issue.,"'saugat malla', 'deeya maskey'",crime,anupbaral
213,Allare,https://www.imdb.com/title/tt1245751/?ref_=sr_t_214,1998,When Suraj was surrounded by different problems in his life. Malaiti comes close to her. Will malati be able to help Suraj overcome his problems or will she be a burden?,"'ramchandra adhikari', 'subhadra adhikari'",drama,ashoksharma
214,Hari,https://www.imdb.com/title/tt8205082/?ref_=sr_t_215,2018,"Movie follows a thirty year old overly religious and superstitious man-child named Hari, He had led his life whole following the rules that were set by his ancestors and his strict mother.","'bipin karki', 'kamal mani nepal'",drama,pratikgurung
215,Mukundo,https://www.imdb.com/title/tt0268446/?ref_=sr_t_216,2000,A couple seek guidance from a Nepalese spiritual healer after the death of their baby boy.,"'gauri malla', 'mithila sharma'",drama,tseringrhitarsherpa
216,Kohalpur Express,https://www.imdb.com/title/tt8212142/?ref_=sr_t_217,2018,"Kohalpur Express is a story about three women who try their luck with the same. What follows is a series of comical events, misfortunes and coincidences that only adds more misery to their already troubled lives.","'keki adhikari', 'rabindra jha'",comedy,bishalbhandari
217,The Unsilenced Women's Empowerment and the Battle for Survival,https://www.imdb.com/title/tt32022652/?ref_=sr_t_218,2024,"Four Nepali women overcome domestic servitude, human trafficking, disability discrimination, and caste prejudice through acting, entrepreneurship, priesthood, and handicrafts, challenging societal norms with resilience.","'maya bhandari', 'sundari mishra'",documentary,tositghatane
218,Kohinoor,https://www.imdb.com/title/tt8324172/?ref_=sr_t_219,2014,missing,"'shree krishna shrestha', 'shweta khadka'",drama,akashadhikari
219,Pijanda,https://www.imdb.com/title/tt0325976/?ref_=sr_t_220,2002,missing,"'nikhil upreti', 'niruta singh'",,deshbhaktakhanal
220,Buhari,https://www.imdb.com/title/tt0303807/?ref_=sr_t_221,2001,missing,"'ramchandra adhikari', 'kiran k.c.'",,kishoredhakal
221,Silsila,https://www.imdb.com/title/tt7229916/?ref_=sr_t_222,2009,When a journalist nearly get killed from his enemy his mother and other people do everything to revive him up.,"'biraj bhatta', 'soniya k.c.'",drama,rajendrauprety
222,Cheli Beti,https://www.imdb.com/title/tt0888008/?ref_=sr_t_223,1989,The story of Nepali women sold into prostitution in Indian cities and the challenges they face in reintegrating back into society upon returning home.,"'ramchandra adhikari', 'basundhara bhusal'",drama,yadavkharel
223,Chi Musi Chi - Even Dead Desire Belonging,https://www.imdb.com/title/tt24059624/?ref_=sr_t_224,2023,Chi Musi Chi-Even Dead Desire Belonging is a film that is aesthetically shot with the ability to innovate and executed in accordance to the trending techniques and taste of the new generation. With the intention to achieve this we have brought together a stellar cast and crew who are the masters of their art and have built a team that has ensured the delivery of the quality aspired. This film has been made for the sole purpose of entertainment of the audiences who make time to come to the theaters at their leisure.,"'gaurav bista', 'arun chakraborty'",horror,myrhnajames
224,Hairaan,https://www.imdb.com/title/tt5958840/?ref_=sr_t_225,2017,missing,"'surendra basel', 'md wasim raza'",action,saugatbista
225,Teen Ghumti,https://www.imdb.com/title/tt5642582/?ref_=sr_t_226,2016,"Indira, a girl from the ethnic group of Newars, falls in love with Pritambar, who is a Brahmin. She marries him, defying her parents. Pritambar has strong morals but lacks any sense of romance. He is involved with a group of revolutionaries who are planning protests against the autocratic rule. This group regularly meets at Pritambar's house and the members get to know Indira. When the security forces crack down on the revolutionary movement, Pritambar is imprisoned. Another member of the group, Roshan, comes to Indira's aid. He starts living with her and soon falls in love. Though she rejects his advances in the beginning, she eventually gives in. Their taboo relationship leads to Indira's pregnancy. With Pritambar due to be released, Indira is faced with a dilemma in her conservative society.","'garima panta', 'dhruba dutta'","biography, drama",dhakalbaburam
226,Dewar Babu,https://www.imdb.com/title/tt7341216/?ref_=sr_t_227,2007,A relative finds her lost relative after a long time when two thief find about this they portent to be their relative but they stay with forever.,"'biraj bhatta', 'ramit dhungana'","drama, romance",gyanendrabahadurdeuja
227,Gadha17,https://www.imdb.com/title/tt33349048/?ref_=sr_t_228,2024,"Set in the fictional city of Gadha17, this film follows the journey of Balihang, a determined young man caught in the deadly power struggle of organized crime.","'krishna gurung', 'rihann limbu'","action, thriller",rihannlimbu
228,Naakaa,https://www.imdb.com/title/tt7230362/?ref_=sr_t_229,2017,"A Tibetan girl Sonam (Thinley Lhamo), who wants to escape to the Dharmashala, India through Nepal to meet her family.","'bipin karki', 'thinley lhamo'","crime, drama",amitshrestha
229,Santan,https://www.imdb.com/title/tt8349140/?ref_=sr_t_230,1989,missing,"'arjun jung shahi', 'bhuwan k.c.'",drama,prakashthapa
230,Chitra,https://www.imdb.com/title/tt33292901/?ref_=sr_t_231,2024,Chitra is a tale of father and daughter like never seen before.,"'arpan thapa', 'pramod agrahari'","drama, family",ghanshyamlamichhane
231,Kumari,https://www.imdb.com/title/tt1999911/?ref_=sr_t_232,1977,missing,"'salyan k.c.', 'chaitya devi'",drama,prembahadurbasnet
232,Jackie I Am 21,https://www.imdb.com/title/tt26453046/?ref_=sr_t_233,2023,"After being disqualified twice from being selected for the army, Jackie a young dancer sets out to pursue his dream against his father's will before time runs out.","'bruno deceukelier', 'jassita gurung'",drama,renashabantawarai
233,Dhanapati,https://www.imdb.com/title/tt6580708/?ref_=sr_t_234,2017,"Dhanapati,a poor man suffering from high poverty is pulled towards politics after not able pay for his daughter school to earn lot of money he goes into politics to earn money.","'khagendra lamichhane', 'surakshya panta'","comedy, drama",dipendrak.khanal
234,Dreams,https://www.imdb.com/title/tt5804178/?ref_=sr_t_235,2016,"Aveer, in his childhood loses his father to an accident which he claims he had seen in a dream. A grown up Aveer sees a dream where his love, Kavya dies in a car accident and tries everything to let this dream not come true.","'manoj giri', 'anmol k.c.'",romance,bhuwank.c.
235,Karsang,https://www.imdb.com/title/tt31707196/?ref_=sr_t_236,missing,missing,"'dayahang rai', 'srijana ningleku'",drama,yamsherpa
236,Ber Pipal,https://www.imdb.com/title/tt0396498/?ref_=sr_t_237,2001,"Prabhakar and Devi love each other but due to their misfortune, their love story doesn't have a happy ending. Years later, when Prabhakar visits Devi's village, an unusual experience is waiting for him.","'pooja chand', 'shree krishna shrestha'","drama, horror, mystery",laxminathsharma
237,Chhadke 2.0,https://www.imdb.com/title/tt26686370/?ref_=sr_t_238,2023,"""Chhadke 2.0"" tells the story of a guy named Mendog, whose family gets killed by Gangsters of Manang while fetching YarsaGumba.","'anmol k.c.', 'resha ale magar'","action, comedy, drama",nigamshrestha
238,Zhigrana,https://www.imdb.com/title/tt4448446/?ref_=sr_t_239,2015,"Christine Summers has been working in an NGO in Nepal for the past four years. Her boss assigns her to do a last mission in Ruku to collect information of the life outside of the cities, before she leaves for the United States. Leaving for the mission with her crew and her guide; they take shelter in a small village called Zhigrana; an area known for a killer on the loose who sacrifices humans in the name of Kaal Panchami, a mythical ghost. When they start to turn against each other regarding a death of a friend and with no one to trust: it is now up to Christine to figure out who the killer is. Is it the ghost of Kaal Panchami or is the truth even stranger than that?","'sagar adhikari', 'subash basnet'","horror, mystery, thriller",pasanglama
239,Mayavi,https://www.imdb.com/title/tt29032172/?ref_=sr_t_240,missing,"""MAYAVI"" is a story written and to be directed by Diwakar Bhattarai, under his banner ""CREATIVE CINE ARTS A happy Go Lucky, kind hearted Joy falls in Love with Doctor Arya, who is bound with cultural norms. Will they realize and admit their love for each other before it is too late?","'paul shah', 'deepika prasain'",,diwakarbhattarai
240,Ke Ghar Ke Dera,https://www.imdb.com/title/tt23770332/?ref_=sr_t_241,2022,missing,"'rabindra jha', 'bipin karki'",comedy,dipendrak.khanal
241,Bulaki,https://www.imdb.com/title/tt27989702/?ref_=sr_t_242,2023,"A story having a massive history of 100 years, based on a caste system discrimination society originated from the village of Karnali, depicts the hardships faced by a woman in the society.","'topendra bista', 'naren khadka'",drama,laxmansunar
242,Kri,https://www.imdb.com/title/tt7528086/?ref_=sr_t_243,2018,A man fights for his love.,"'anmol k.c.', 'aditi budhathoki'","action, drama",surendrapoudel
243,Karodpati,https://www.imdb.com/title/tt8545214/?ref_=sr_t_244,1997,missing,"'bhuwan k.c.', 'sushmita k.c.'","drama, romance",kishorrana
244,Notebook,https://www.imdb.com/title/tt8768852/?ref_=sr_t_245,2013,missing,"'jiwan luitel', 'neeta dhungana'",romance,yogeshghimire
245,Batomuni Ko Phool,https://www.imdb.com/title/tt6704098/?ref_=sr_t_246,2010,missing,"'yash kumar', 'rekha thapa'","drama, romance",surajsubba
246,Daal Bhat Tarkari,https://www.imdb.com/title/tt8848374/?ref_=sr_t_247,2019,American Dream of a middle class family.,"'hari bansha acharya', 'sachin adhikari'",comedy,sudank.c.
247,Mustang Secrets Beyond the Himalayas,https://www.imdb.com/title/tt1543542/?ref_=sr_t_248,2009,"A traveler sets on a journey into the remote mountains of Nepal, to explore Annapurna Region; and learns about the incredibly unique culture, festivals and spiritual traditions of the locals.","'buddi ratna sherchan', 'jaswant dev shrestha'",adventure,jaswantdevshrestha
248,Chhakka Panja 2,https://www.imdb.com/title/tt7229666/?ref_=sr_t_249,2017,Chhakka Panja 2 continues with new story of Raja and his friend at the village.,"'deepak raj giri', 'kedar ghimire'","dark comedy, comedy, drama",deepashreeniraula
249,Aago,https://www.imdb.com/title/tt0342015/?ref_=sr_t_250,2000,missing,"'sushil chhetri', 'bipana thapa'",,narayanpuri
250,Garud Puran,https://www.imdb.com/title/tt10021478/?ref_=sr_t_251,2019,missing,"'kameshwor chaurasiya', 'prakash ghimire'",comedy,subashkoirala
251,Jeevan Saathi,https://www.imdb.com/title/tt0301471/?ref_=sr_t_252,2001,missing,"'nabeen shrestha', 'jharana thapa'",,deepakshrestha
252,Darpan Chhaya 2,https://www.imdb.com/title/tt6607322/?ref_=sr_t_253,2017,"Directed by Tulsi Ghimire, Darpan Chaya 2 is the second part, but not a sequel, of the blockbuster movie Darpan Chaya (2001). With the concept of musical love story, the movie stars Puspa Khadka, Sahara Karki and Shraddha Parsai in the lead roles. The story tells a romantic love between a couple who enjoys each other company but, life has something else planned for them.","'puspa khadka', 'sahara karki'","drama, musical",tulsighimire
253,Sannani,https://www.imdb.com/title/tt0301804/?ref_=sr_t_254,1994,missing,"'hemanta budhathoki', 'saroj khanal'",,narayanpuri
254,Tapasya,https://www.imdb.com/title/tt0301919/?ref_=sr_t_255,1991,missing,"'deshbhakta khanal', 'saroj khanal'",,narayanpuri
255,KTM Cocktale,https://www.imdb.com/title/tt6440150/?ref_=sr_t_256,2017,This film contains 4 days of the life of a drug dealer in Kathmandu.,"'uddhav raj bhattarai', 'bikash lamsal'",drama,anuskaananda
256,Jiwan Kanda Ki Phool,https://www.imdb.com/title/tt9878810/?ref_=sr_t_257,2019,missing,'sarika ghimire',biography,binodbista
257,The Commando,https://www.imdb.com/title/tt4324078/?ref_=sr_t_258,2007,missing,'raj kumar rai',action,jaybeerai
258,Boyfriend,https://www.imdb.com/title/tt9892262/?ref_=sr_t_259,2019,missing,"'krishna khanal', 'saroj khanal'",drama,madanghimire
259,Mero Euta Saathi Cha,https://www.imdb.com/title/tt2094059/?ref_=sr_t_260,2009,"Jay is too spoiled to inherit his grandfather's vast wealth. When he fails to graduate from college, his grandfather's will sends him back to his ancestral village where, long ago, he made a friend. Shikha, Jay's estranged childhood friend, helps Jay rediscover his humanity. But, Shikha is very sick. She shared her dreams with Jay - to rebuild the orphanage where she lives. Jay realizes that this life where he can choose nothing, where money buys nothing important, is dearer to him than a full of privilege. Can he save Shikha and marry her? Will their dream come true? Will Jay re-inherit his ancestral wealth?","'keshab bhattarai', 'sushma karki'",romance,sudarshanthapa
260,Mitini,https://www.imdb.com/title/tt0314385/?ref_=sr_t_261,2002,Best friends' journey from childhood to marriage.,"'shivahari poudel', 'uttam pradhan'",drama,shivaharipoudel
261,Selfie King,https://www.imdb.com/title/tt10935014/?ref_=sr_t_262,2020,A Nepali comedian's professional commitment and personal life takes turn during his journey to a far remote region of Nepal for a performance.,"'bipin karki', 'laxmi bardewa'",drama,bishalsapkota
262,The Icefall Doctor,https://www.imdb.com/title/tt13280238/?ref_=sr_t_263,2021,"Angnima Sherpa, the original ""Icefall Doctor"", has held the most dangerous job on earth, on the slopes of Mt. Everest, for 30+ years. A kaleidoscopic and meditative view on his last season as leader of the Icefall Doctors before his death.","'angnima sherpa', 'samdo sherpa'",documentary,seanburch
263,Prithvi,https://www.imdb.com/title/tt6774818/?ref_=sr_t_264,1994,missing,"'rajesh hamal', 'mausami malla'",,prakashrayamajhi
264,Johnny Gentleman,https://www.imdb.com/title/tt26912625/?ref_=sr_t_265,2018,"Johnny Gentleman is a gripping movie that follows the story of a contract killer named Johnny who does illegal work for money. Although he is not happy with his job, he continues to do it because of his financial situation. Johnny works under a notorious gang leader who he is afraid of and who does not take kindly to anyone who crosses him. However, when Johnny meets Shree, a kind-heart girl who works in an NGO that helps orphans, everything changes. Johnny begins to fall in love with her and starts to question the morality of his job. He realizes that there is more to life than just money and violence and wants to leave his life of crime behind. Unfortunately, Johnny's boss does not want to let him go that easily. He threatens Johnny and forces him to continue doing his dirty work. Meanwhile, Shree becomes a target because she knows all of the secrets of Johnny's boss. Johnny realizes that he must do something to protect her, even if it means risking his own life. As Johnny tries to protect Shree, he becomes the target of his boss's wrath. He must use all of his skills and resources to save her and take down the gang leader once and for all. The action-packed finale is thrilling and satisfying, and it underscores the importance of doing what is right, even when it is difficult. One of the strengths of Johnny Gentleman is its well-developed characters. Johnny is a sympathetic protagonist who is easy to root for, despite his dark profession. Shree is a kind and compassionate character who serves as a moral compass for Johnny. The villains are also well-written and believable, making the conflict more engaging. Overall, Johnny Gentleman is an entertaining and well-made movie that will keep audiences on the edge of their seats. The movie's themes of love, sacrifice, and doing what is right resonate with viewers, and the action sequences are thrilling and well-executed.","'sachin adhikari', 'paul shah'",action,nitinchand
265,Homework,https://www.imdb.com/title/tt8706358/?ref_=sr_t_266,2016,missing,"'vijay lama', 'gauri malla'","drama, family",nirakpoudel
266,Gothalo,https://www.imdb.com/title/tt5093808/?ref_=sr_t_267,1996,missing,"'kumud pant', 'sharmila malla'","drama, romance",ujwalghimire
267,Kismat 2,https://www.imdb.com/title/tt12318790/?ref_=sr_t_268,2016,missing,"'kishor khatiwada', 'shilpa pokhrel'",drama,rishilamichhane
268,Kanchhi,https://www.imdb.com/title/tt8324464/?ref_=sr_t_269,2018,missing,"'anita adhikari', 'kameshwor chaurasiya'",romance,akashadhikari
269,Senti Virus,https://www.imdb.com/title/tt12321124/?ref_=sr_t_270,2020,missing,"'sandip chhetri', 'kunjana ghimire'",drama,rambabugurung
