,name,url,year,text,cast,genre,director
402,Ma Yesto Geet Gaauchu,https://www.imdb.com/title/tt6544872/?ref_=sr_t_403,2017,"A runaway girl falls in love with a thief. But when she loses her memory in an accident, the story restarts.","'saroj khanal', 'rajaram poudel'","musical, romance",sudarshanthapa
403,Saayad,https://www.imdb.com/title/tt6500014/?ref_=sr_t_404,2012,"The movie 'Saayad' is the story of two brothers Yodin (played by Samyam Puri) and Nirag (played by Sunil Rawal). After Yodin was born, their family had earned wealth and their life became more easier so Nirag considers Yodin a luck. Yodin's crush, Sirish, was the sister of Nirag's crush, Samridhi. Yodin's best friend Ved (played by Wilson Bikram Rai) introduced Yodin to drugs. Yodin and Ved's group started taking drugs because of the problems in the family and love lives. Drugs caused them to neglect their study and get involved in gang fights. The story takes a u-turn when Sirish died. It is better to keep from telling, all about how Sirish died and how their lives changed after her death, not to spoil your movie experience in the theatre.","'ramesh adhikari', 'kabita ale'",drama,surajsubba
404,Army,https://www.imdb.com/title/tt0303679/?ref_=sr_t_405,2001,missing,'karun thapa',,shovitbasnet
405,Tears of War,https://www.imdb.com/title/tt12247038/?ref_=sr_t_406,2009,missing,'arun deo joshi',documentary,bholaacharya
406,Saathi,https://www.imdb.com/title/tt8197562/?ref_=sr_t_407,1998,missing,"'basundhara bhusal', 'rabi giri'","drama, romance",laxminathsharma
407,The Last Shepherd,https://www.imdb.com/title/tt28742859/?ref_=sr_t_408,missing,missing,'anil budha magar',documentary,anilbudhamagar
408,Kausidd,https://www.imdb.com/title/tt21275792/?ref_=sr_t_409,2022,Story of a man who slips from his ideology into a state of moral degeneracy just to save his newly built House.,"'bholaraj sapkota', 'reecha sharma'",drama,kumarbhaskar
409,Shiris ko Phool,https://www.imdb.com/title/tt8180488/?ref_=sr_t_410,2012,Story of a runaway soldier during the World War 2 who is attracted by a girl 16 years younger than him.,"'ganesh man lama', 'jagat rajthala'",drama,toshiakiitoh
410,Bir Bikram 2,https://www.imdb.com/title/tt12320574/?ref_=sr_t_411,2019,"Bir-Bikram 2 is a 2019 Nepali Romantic love story movie starring Paul shah, Barsha Shiwakoti, Najir Hussein and Buddi Tamang in key roles and is the second installment/franchise of smashing hit movie Bir-Bikram (2016). This tale is about the journey of their friendship, love and roller coster life.","'najir hussain', 'manoj k.c.'","drama, romance",milanchams
411,Sapana,https://www.imdb.com/title/tt8505204/?ref_=sr_t_412,1993,missing,"'bhuwan k.c.', 'karishma manandhar'",drama,shambhupradhan
412,Purano Dunga,https://www.imdb.com/title/tt6782422/?ref_=sr_t_413,2016,A man (Maotse Gurung) provides for his family by piloting a boat.,"'dayahang rai', 'maotse gurung'","comedy, drama",rambabugurung
413,Chini Kam Rang Kada,https://www.imdb.com/title/tt13986218/?ref_=sr_t_414,2020,"A disheartened musician, Ajay, stumbles into a naive tea-seller, Lalita, in one of the city squares of chaotic yet lonely Kathmandu. In the meantime, a mysterious stranger is wandering around the streets of the city. Perhaps he is looking for someone.","'manav subedi', 'anu thapa'",drama,bibekghimire
414,Zindagi Rocks,https://www.imdb.com/title/tt11650960/?ref_=sr_t_415,2015,missing,"'sauram raj tuladhar', 'prakriti shrestha'","comedy, romance",nikeshkhadka
415,Aadhi Beri,https://www.imdb.com/title/tt8502994/?ref_=sr_t_416,1991,A love story between an untouchable woman and a high caste Brahmin man.,"'binod kharel', 'gauri malla'",romance,yadavkharel
416,Sorry Mom,https://www.imdb.com/title/tt33312040/?ref_=sr_t_417,1h 45m,"A brilliant student's life spirals into drug addiction, shattering his family, friends, and future until his unwavering mother rescues him, revealing the perils of youth substance abuse.",'nabin bogati',drama,nabinbogati
417,Biteka Pal,https://www.imdb.com/title/tt8661390/?ref_=sr_t_418,2014,missing,"'keki adhikari', 'baboo bogati'",romance,surajsubba
418,Mahadevi,https://www.imdb.com/title/tt0301584/?ref_=sr_t_419,1993,missing,"'bhuwan k.c.', 'karishma manandhar'",,narayanpuri
419,Anaagat,https://www.imdb.com/title/tt5743300/?ref_=sr_t_420,2019,"Suresh is an amateur artist who is married to Vidya, an outspoken and brash housewife. Together with their seven-year- old son Suvid, they seem to lead a normal life. This normality includes arguments regarding the household finances and the separate, independent lives the couple lead. Things start to take a serious turn when Suresh discovers that Vidya is hiding things from him. Suresh's best friend Jayant is of the belief that Vidya is untrustworthy and is most probably having an affair. When Vidya's ex is brutally murdered, Jayant firmly believes that Vidya is involved in this crime. Though Suresh is not convinced of this initially, events start to unfold that firmly lead him to believe that the mother of his son is trying to kill him.","'priyanka karki', 'arpan thapa'",thriller,samtenbhutia
420,Timi Sanga,https://www.imdb.com/title/tt8243058/?ref_=sr_t_421,2018,Three strangers faces loves and conflicts in a joyful trek to Ghandruk.,"'najir hussain', 'shishir s.j.b. rana'",romance,shishirs.j.b.rana
421,Afanta,https://www.imdb.com/title/tt0300908/?ref_=sr_t_422,1999,missing,"'shree krishna shrestha', 'sushila rayamajhi'",drama,shivaregmi
422,Subha Love,https://www.imdb.com/title/tt9878866/?ref_=sr_t_423,2019,It is the story of an astrologer and a girl and how the girl loses her memory with the astrologer helping her to get her memory back.,"'harihar adhikari', 'pradeep bastola'",romance,santosbabulohani
423,Bato Muniko Phool 2,https://www.imdb.com/title/tt7836584/?ref_=sr_t_424,2016,"After the success of Bato Muni ko Phool (2010), the sequel ""Bato Muni Ko Phool 2"" is out which will mainly focus on the love story and caste discrimination that exist in Nepalese society. ""Bato Muni Ko Phool 2"". Most of the movie scenes are from eastern Jhapa, Nepal.","'reema bishwokarma', 'babu bogati'","drama, romance",subarnathapa
424,Daiva Sanjog,https://www.imdb.com/title/tt0391901/?ref_=sr_t_425,2001,missing,"'basundhara bhusal', 'saroj khanal'",,manjukumarshrestha
425,Hookah,https://www.imdb.com/title/tt6487068/?ref_=sr_t_426,2023,missing,"'bhupendra dhakal', 'prakash ghimire'","comedy, drama",sambhuthapa
426,Nai Nabhannu La 3,https://www.imdb.com/title/tt8677388/?ref_=sr_t_427,2015,missing,"'aaryan sigdel', 'priyanka karki'",romance,muskandhakal
427,Mahamaya,https://www.imdb.com/title/tt8460814/?ref_=sr_t_428,1995,missing,"'basundhara bhusal', 'bhubhan chand'",drama,prakashthapa
428,Bulbul,https://www.imdb.com/title/tt8991294/?ref_=sr_t_429,1h 49m,A young mother waiting for her husband to be back for years falls in love with a guy while she looks after her paralyzed father-in-law.,'binod paudel',drama,binodpaudel
429,Duniya,https://www.imdb.com/title/tt8374342/?ref_=sr_t_430,2006,missing,"'laxmi giri', 'bhuwan k.c.'",drama,shivaregmi
430,Rhythm,https://www.imdb.com/title/tt8761808/?ref_=sr_t_431,2013,missing,"'shweta bhattarai', 'jiwan luitel'","drama, romance",bikashrajacharya
431,Jholay,https://www.imdb.com/title/tt7228558/?ref_=sr_t_432,2014,"Man decides to go to USA while his bag goes missing so he searches everywhere to find his bag,while searching for his bag encounters many unknown stuff.","'dayahang rai', 'priyanka karki'","comedy, drama",dipendrak.khanal
432,Untouchable Love,https://www.imdb.com/title/tt2048920/?ref_=sr_t_433,2011,missing,'dilman dila',documentary,dilmandila
433,Queen of the Himalayas,https://www.imdb.com/title/tt6474618/?ref_=sr_t_434,1h 40m,"A pleasant and fascinating journey of lonely, Heartbroken British woman to the Himalayas ends into kill or get killed war.","'bradley bowen', 'marsal nachhiring'",thriller,marsalnachhiring
434,Gopi,https://www.imdb.com/title/tt9333076/?ref_=sr_t_435,2019,An excellent portrayal of a struggle of a common man to do something in our discouraging system and society. Fantastic acting from the cast and well written dialogues,"'ramesh adhikari', 'saroj aryal'",drama,dipendralama
435,Raanko,https://www.imdb.com/title/tt0316464/?ref_=sr_t_436,1996,missing,'gauri malla',,gaurimalla
436,Elephants in the Fog,https://www.imdb.com/title/tt29279937/?ref_=sr_t_437,missing,missing,'see preliminary cast',,seecompanycontactinformation
437,Sambodhan,https://www.imdb.com/title/tt6624908/?ref_=sr_t_438,2015,missing,"'dayahang rai', 'prasant tamrakar'",crime,hemrajbc
438,Meri Mamu,https://www.imdb.com/title/tt8674090/?ref_=sr_t_439,2018,missing,"'kusum gurung', 'ayub sen'",drama,yamthapa
439,Seven Days in Nepal,https://www.imdb.com/title/tt5142718/?ref_=sr_t_440,2017,"On the 25th of April, the Bajagain family of Nepal had everything: a house, farm, garden, cattle, and a happy life. But the earthquake that struck just before noon changed everything: the Bajagain family lost it all, even their vegetable garden.",'edward trent robinson',documentary,edwardtrentrobinson
440,Janma Bhoomi,https://www.imdb.com/title/tt0305692/?ref_=sr_t_441,1995,missing,"'kumud pant', 'shiv shrestha'",drama,mohanniroula
441,Mero Love Story,https://www.imdb.com/title/tt2532814/?ref_=sr_t_442,2011,Mero Love Story shows us how love can be different from person to person.,"'aaryan sigdel', 'reecha sharma'",romance,sudarshanthapa
442,Mr. Mangale,https://www.imdb.com/title/tt8822142/?ref_=sr_t_443,2008,missing,"'pukar bhattarai', 'mithila sharma'",,kishorrana
443,21 Years,https://www.imdb.com/title/tt30488546/?ref_=sr_t_444,2016,missing,"'junim gahatraj', 'sabina magar'",comedy,janakkhadka
444,Tulashi,https://www.imdb.com/title/tt10930058/?ref_=sr_t_445,2019,Story revolves around Tulashi and Shivam which are the main characters and dispute among high caste and low cast communities and relation between the people in a society seen in Nepal.,"'bimles adhikari', 'richa ghimire'",drama,shankarghimire
445,Fanko,https://www.imdb.com/title/tt6149934/?ref_=sr_t_446,2016,A driver named Bhakti Thapa is assigned a job to transport 1 crore rupees from Pokhara to Kathmandu. But people having this secret information are behind him to rob him when the chance comes.,"'saugat malla', 'keki adhikari'","action, drama, thriller",subarnathapa
446,Fingerprint,https://www.imdb.com/title/tt9892272/?ref_=sr_t_447,2019,missing,"'ramesh budathoki', 'aayushma karki'",drama,nabinniraula
447,Talking to the Air: Horses of the Last Forbidden Kingdom,https://www.imdb.com/title/tt4485966/?ref_=sr_t_448,2014,"On a tenuous border with China, the vanishing medieval culture of Mustang is where a man's wealth is measured in horses and riding is as elemental as breathing. TALKING TO THE AIR tells the story of the ascent of civilization in the high Himalaya and turns a lens on issues of globalization, fragile border politics and the precarious future for the horse in this remarkable region.",'sophie dia pegrum',"adventure, documentary, history",sophiediapegrum
448,Siudo Ko Sindoor,https://www.imdb.com/title/tt0392779/?ref_=sr_t_449,2001,missing,"'rajesh hamal', 'niruta singh'",,manjukumarshrestha
449,K Yo Maya Ho,https://www.imdb.com/title/tt8734910/?ref_=sr_t_450,2011,missing,"'keshab bhattarai', 'arjun dahal'","drama, romance",sudarshanthapa
450,Daughters of Everest,https://www.imdb.com/title/tt5337940/?ref_=sr_t_451,2006,"DAUGHTERS OF EVEREST brings a unique flavor to the familiar story of the attempt to climb Mount Everest. In 2000, the first-ever expedition of Sherpa women to climb Everest was organized. This captivating documentary gives a close-up account of the expedition. To the Sherpa people, the ethnic group legendary for their unmatched skill in mountaineering, the mountain is a holy place. Mount Everest is ""Chomolongma"" - Mother Goddess of the Universe. Ironically, Sherpa women have long been discouraged from climbing the powerful and daunting Everest, relegated instead to more traditional roles as homemakers or into support roles in the prestigious climbing industry of Nepal. The documentary follows the five diverse, charismatic women chosen for this historic expedition. Told from a woman's perspective rarely seen on Everest or off, the film is a dramatic, inspiring Everest story and an absorbing portrait of the Sherpa community.",'sapana sakya',documentary,sapanasakya
451,Anyol,https://www.imdb.com/title/tt22165232/?ref_=sr_t_452,2022,missing,'pukar bhattarai',,chetnathdangal
452,Bicycle Dreams,https://www.imdb.com/title/tt4171716/?ref_=sr_t_453,2014,"Bicycle Dreams follows two boys as they come of age in the ancient city of Kathmandu. Like kids the world over, they are pursuing a dream :an electric blue, 18 gear mountain bike. The boys can't possibly afford such a bike, but a poster offering a reward for finding a lost dog raises their hopes. The boys experience adventures and set back in their pursuit of dog and bike, through crowded alleys and market places of the old city, into inner sanctum of a prophetic seer, and to an abandoned temple where a 'holy' man steals their money. Overwhelmed by obstacles, their friendship is tested. Through the pursuit of their dreams, however, the boys discover what's really important in life-something bigger than the bicycle.",'raju gurung',"adventure, family",rajugurung
453,Baacha Bandhan,https://www.imdb.com/title/tt0315241/?ref_=sr_t_454,2002,missing,'neer bikram shah',,neerbikramshah
454,Pitaambar,https://www.imdb.com/title/tt31495279/?ref_=sr_t_455,missing,missing,"'pradeep khadka', 'surakshya panta'",action,krishachaulagain
455,Section D,https://www.imdb.com/title/tt28434584/?ref_=sr_t_456,missing,missing,"'rahul nawach mukhia', 'gaurav pahari'",drama,tilakkc
456,Sydney Blues,https://www.imdb.com/title/tt32856925/?ref_=sr_t_457,2h 5m,missing,"'anjana baraili', 'puspa khadka'",drama,shankarkarki
457,Saadhe 7,https://www.imdb.com/title/tt11091514/?ref_=sr_t_458,2018,missing,"'satya raj acharya', 'menuka pradhan'",thriller,samtenbhutia
458,Diarry,https://www.imdb.com/title/tt31869752/?ref_=sr_t_459,2017,missing,"'chhulthim dolma gurung', 'sunny singh'",romance,anilyonjan
459,School - Spirituality Through Classrooms,https://www.imdb.com/title/tt15128114/?ref_=sr_t_460,2012,missing,"'r.p. bashyal', 'sabin basnet'",drama,bishowbasnet
460,Chhayan,https://www.imdb.com/title/tt6626762/?ref_=sr_t_461,2016,"Chhayan is made on a story of a sexually abused young boy. This film is produced to aware parents, teacher and children themselves. As it is huge issues of any communities, countries and families, we tried to deliver the information in simple way so that every body could understand. This is Nepaly movie with English sub title.","'anup baral', 'prakash ghimire'",drama,manojpandit
